TOPIC,SUB_TOPIC
cool,"everything seems cool, liked really cool, product damn cool, product cool fresh, little bit cool"
overall,"overall good product, overall product nice, overall packaging using, good overall packaging, overall love every"
massage,"baby massage oil, like baby massage, massage oil baby, oil baby massage, mamaearth baby massage"
coffee,"coffee face wash, coffee face pack, coffee face mask, coffee face scrub, chocolate coffee face"
absorbed,"free completely absorbed, completely absorbed skin, get absorbed skin, get absorbed easily, get absorbed quickly"
came,"came across mamaearth, came across product, skin came across, hair growth came, growth came across"
usefull,"product really usefull, product nice usefull, product usefull natural, product usefull awesome, result 100 usefull"
us,"face wash us, whole family us, us natural ingredient, family us onion, 21 mo us"
moisturized,"keep skin moisturized, keep lip moisturized, skin keep moisturized, moisturized day long, skin moisturized day"
girl,"product baby girl, must try girl, used boy girl, lotion good girl, recommend product girl"
leaf,"leaf skin feeling, leaf clarity essence, leaf skin soft, leaf hair soft, leaf skin clean"
application,"skinproved first application, smooth every application, application really good, cocoa great application, great application face"
brightening,"brightening ingredient like, made skin brightening, skin brightening ingredient, product brightening skin, amazing product brightening"
irritation,"doesnt cause irritation, organic irritation must, really organic irritation, irritation must buy, causing sort irritation"
recently,"recently started using, recently used ubtan, recently bought mamaearths, recently ordered oneseriously, nowso recently ordered"
skincare,"daily skincare routine, best skincare product, part everyday skincare, everyday skincare routine, one best skincare"
fully,"fully natural product, fully satisfied product, product fully satisfied, im fully satisfied, happy fully satisfied"
life,"ever used life, life best product, alovera gel life, product life saver, life dead hair"
acid,"acid face wash, salicylic acid face, neem salicylic acid, hyaluronic acid serum, best salicylic acid"
fabulous,"fabulous thank mama, fabulous product love, mamaearth product fabulous, fabulous child teenager, product fabulous child"
frizz,"hair frizz free, frizz free hair, controlled frizz hair, soft frizz free, make hair frizz"
perfectly,"product work perfectly, product suit perfectly, awesome job perfectly, amazing work perfectly, perfectly work wrinkle"
friendly,"skin friendly product, everything nature friendly, refreshing smellskin friendly, baby friendly product, like nature friendly"
didnt,"started using didnt, oily cream didnt, cream didnt like, didnt dry skin, didnt cause breakout"
gently,"gently exfoliates skin, face wash gently, gently remove dirt, gently clean skin, wash gently clean"
almond,"almond hair mask, mamaearth almond hair, almond oil hair, almond hair oil, mama earth almond"
across,"came across mamaearth, ever come across, came across product, skin came across, across mamaearth onion"
felt,"face wash felt, skin never felt, wash felt disappointed, felt disappointed first, felt good abt"
especially,"good product especially, especially oily skin, satisfied product especially, product especially summer, product especially trustable"
open,"product open pore, open pore acne, bye bye open, bye open pore, open pore face"
woman,"face wash woman, good men woman, lip balm woman, perfect app woman, app woman care"
nature,"nature productbaby skin, mamaearth love nature, wow good nature, everything nature friendly, best nature product"
specially,"specially oily skin, product facewash specially, love product specially, good product specially, product specially onion"
thankyou,"skin thankyou mamaearth, thankyou mama earth, loved thankyou mamaearth, product loved thankyou, thankyou mamaearth product"
rose,"rose body lotion, rose water face, rose water toner, rose lip balm, mamaearth rose water"
makeup,"product remove makeup, micellar water makeup, prepping skin makeup, skin makeup love, makeup dirt impurity"
quantity,"happy product quantity, product quantity best, quantity good thanks, product quantity good, result product quantity"
son,"year old son, best son nonsticky, good son lovee, like product son, son really love"
routine,"skin care routine, hair care routine, care routine love, part daily routine, daily skincare routine"
milk,"vitamin face milk, ubtan cleansing milk, milk cream face, mamaearth milk cream, face milk really"
damaged,"repair damaged hair, repaired damaged hair, repair damaged skin, repair damaged hairgives, frizz repair damaged"
bcz,"like product bcz, product bcz natural, like bcz herbal, much product bcz, bcz skin soft"
saw,"evr evr saw, evr saw thankusmmamaearth, saw great result, first time saw, time saw serum"
dead,"remove dead skin, dead skin cell, remove dead cell, away dead skin, exfoliates remove dead"
prevents,"free also prevents, also prevents acne, prevents hair fall, face completely prevents, product prevents premature"
brighter,"make skin brighter, get brighter better, brighter better skin, help get brighter, skin soft brighter"
could,"could see difference, could see result, one use could, use could see, could feel difference"
stop,"hair fall stop, stop hair fall, help stop hair, nice stop hairfall, stop hair falling"
hour,"hydrated long hour, last 12 hour, give 24 hour, hold 12 hour, 12 hour diaper"
deep,"go deep skin, body wash deep, deep love mamaearth, skin deep clean, amazing product deep"
morning,"morning fresh thank, skin morning fresh, twice day morning, product skin morning, radiant glow morning"
glad,"looking glad size, glad size fit, im glad bought, work really glad, product glad mamaearth"
treatment,"hair fall treatment, dark circle treatment, treatment prickly heat, effective treatment prickly, treatment good hair"
regularly,"im using regularly, regularly getting good, using regularly getting, regularly month result, using regularly month"
radiant,"give radiant glow, radiant glow skin, make skin radiant, skin radiant glow, give skin radiant"
